date,name,open,high,low,close,volume,adj_close,market
2024-03-28,BBB,14.524280,14.538804,14.337427,14.351779,1997329.59,28.703558,979.634472
2024-03-29,AAA,5.857194,5.863051,5.835789,5.841631,1009093.77,11.683262,977.545106
2024-03-29,BBB,14.351779,14.366131,14.321435,14.335771,1975474.08,28.671541,977.545106
2024-04-01,AAA,5.841631,5.870683,5.835789,5.864818,1114691.52,11.729636,986.593376
2024-04-01,BBB,14.335771,14.388938,14.321435,14.374563,2164722.42,28.749126,986.593376
2024-04-02,AAA,5.864818,5.947766,5.858953,5.941824,1162049.70,11.883647,992.519595
2024-04-02,BBB,14.374563,14.388938,14.305883,14.320203,2143766.10,28.640406,992.519595
2024-04-03,AAA,5.941824,5.947766,5.801242,5.807049,1165450.17,11.614098,981.245679
2024-04-03,BBB,14.320203,14.399510,14.305883,14.385125,2046630.13,28.770249,981.245679
2024-04-04,AAA,5.807049,5.818137,5.801242,5.812325,1037826.50,11.624649,986.762230
2024-04-04,BBB,14.385125,14.468664,14.370740,14.454210,2020258.02,28.908421,986.762230
2024-04-05,AAA,5.812325,5.866621,5.806513,5.860760,1073484.09,11.721520,990.777094
2024-04-05,BBB,14.454210,14.468664,14.372675,14.387062,2035307.06,28.774125,990.777094
2024-04-08,AAA,5.860760,5.866621,5.843387,5.849236,1044845.54,11.698472,982.098215
2024-04-08,BBB,14.387062,14.401449,14.061946,14.076022,2419255.81,28.152044,982.098215
2024-04-09,AAA,5.849236,5.855085,5.823903,5.829733,1001327.11,11.659467,986.036935
2024-04-09,BBB,14.076022,14.311948,14.061946,14.297650,2253418.84,28.595301,986.036935
2024-04-10,AAA,5.829733,5.898780,5.823903,5.892887,1154271.88,11.785773,986.742136
2024-04-10,BBB,14.297650,14.311948,14.248066,14.262328,1986853.08,28.524656,986.742136
2024-04-11,AAA,5.892887,5.898780,5.877320,5.883203,902763.89,11.766405,984.507619
2024-04-11,BBB,14.262328,14.276590,14.241530,14.255786,1921954.13,28.511572,984.507619
2024-04-12,AAA,5.883203,5.935696,5.877320,5.929766,1133168.66,11.859532,982.203235
2024-04-12,BBB,14.255786,14.284993,14.241530,14.270722,2305231.40,28.541444,982.203235
2024-04-15,AAA,5.929766,5.966775,5.923836,5.960814,1109750.97,11.921628,979.739055
2024-04-15,BBB,14.270722,14.418362,14.256451,14.403958,2214228.73,28.807916,979.739055
2024-04-16,AAA,5.960814,5.970525,5.954853,5.964560,999383.44,11.929121,977.613064
2024-04-16,BBB,14.403958,14.539815,14.389554,14.525290,2276818.88,29.050579,977.613064
2024-04-17,AAA,5.964560,5.976757,5.958595,5.970786,879906.88,11.941572,981.367771
2024-04-17,BBB,14.525290,14.557182,14.510765,14.542639,1891383.07,29.085278,981.367771
2024-04-18,AAA,5.970786,6.090014,5.964815,6.083930,1188078.77,12.167859,984.421429
2024-04-18,BBB,14.542639,14.678445,14.528096,14.663781,2116294.04,29.327563,984.421429
2024-04-19,AAA,6.083930,6.090014,6.015804,6.021826,1155094.11,12.043651,983.048422
2024-04-19,BBB,14.663781,14.729614,14.649117,14.714899,2178768.48,29.429797,983.048422
2024-04-22,AAA,6.021826,6.027848,5.958453,5.964417,1122300.02,11.928833,983.594062
2024-04-22,BBB,14.714899,14.755957,14.700184,14.741216,2042776.12,29.482432,983.594062
2024-04-23,AAA,5.964417,5.970381,5.941279,5.947226,954500.78,11.894453,960.139087
2024-04-23,BBB,14.741216,14.755957,14.395245,14.409655,2375813.50,28.819309,960.139087
